,Place Name,Year,Period,Index (SA)
3328,West South Central Division,2013,1,202.5
3329,West South Central Division,2013,2,203.69
3330,West South Central Division,2013,3,204.7
3331,West South Central Division,2013,4,205.38
3332,West South Central Division,2013,5,207.35
3333,West South Central Division,2013,6,207.91
3334,West South Central Division,2013,7,207.21
3335,West South Central Division,2013,8,208.02
3336,West South Central Division,2013,9,209.44
3337,West South Central Division,2013,10,209.96
3338,West South Central Division,2013,11,210.47
3339,West South Central Division,2013,12,213.86
3340,West South Central Division,2014,1,213.92
3341,West South Central Division,2014,2,214.97
3342,West South Central Division,2014,3,215.51
3343,West South Central Division,2014,4,215.61
3344,West South Central Division,2014,5,216.19
3345,West South Central Division,2014,6,217.14
3346,West South Central Division,2014,7,219.46
3347,West South Central Division,2014,8,220.23
3348,West South Central Division,2014,9,221.18
3349,West South Central Division,2014,10,221.8
3350,West South Central Division,2014,11,223.38
3351,West South Central Division,2014,12,225.1
3352,West South Central Division,2015,1,226.22
3353,West South Central Division,2015,2,227.35
3354,West South Central Division,2015,3,227.02
3355,West South Central Division,2015,4,228.55
3356,West South Central Division,2015,5,230.55
3357,West South Central Division,2015,6,230.99
3358,West South Central Division,2015,7,232.24
3359,West South Central Division,2015,8,233.31
3360,West South Central Division,2015,9,234.14
3361,West South Central Division,2015,10,235.8
3362,West South Central Division,2015,11,235.36
3363,West South Central Division,2015,12,236.48
3364,West South Central Division,2016,1,237.48
3365,West South Central Division,2016,2,237.4
3366,West South Central Division,2016,3,240.49
3367,West South Central Division,2016,4,241.11
3368,West South Central Division,2016,5,242.27
3369,West South Central Division,2016,6,243.41
3370,West South Central Division,2016,7,245.3
3371,West South Central Division,2016,8,245.6
3372,West South Central Division,2016,9,246.21
3373,West South Central Division,2016,10,247.3
3374,West South Central Division,2016,11,248.47
3375,West South Central Division,2016,12,250.42
3376,West South Central Division,2017,1,251.58
3377,West South Central Division,2017,2,252.04
3378,West South Central Division,2017,3,252.25
3379,West South Central Division,2017,4,255.96
3380,West South Central Division,2017,5,257.35
3381,West South Central Division,2017,6,257.39
3382,West South Central Division,2017,7,258.61
3383,West South Central Division,2017,8,259.59
3384,West South Central Division,2017,9,261.61
3385,West South Central Division,2017,10,262.3
3386,West South Central Division,2017,11,264.54
3387,West South Central Division,2017,12,264.63
3388,West South Central Division,2018,1,264.42
3389,West South Central Division,2018,2,268.69
3390,West South Central Division,2018,3,267.71
3391,West South Central Division,2018,4,269.0
3392,West South Central Division,2018,5,269.42
3393,West South Central Division,2018,6,270.33
3394,West South Central Division,2018,7,271.27
3395,West South Central Division,2018,8,272.9
3396,West South Central Division,2018,9,272.51
3397,West South Central Division,2018,10,274.13
3398,West South Central Division,2018,11,276.61
3399,West South Central Division,2018,12,275.92
3400,West South Central Division,2019,1,278.53
3401,West South Central Division,2019,2,277.89
3402,West South Central Division,2019,3,279.55
3403,West South Central Division,2019,4,279.66
3404,West South Central Division,2019,5,281.51
3405,West South Central Division,2019,6,282.26
3406,West South Central Division,2019,7,282.93
3407,West South Central Division,2019,8,283.98
3408,West South Central Division,2019,9,284.41
3409,West South Central Division,2019,10,286.44
3410,West South Central Division,2019,11,287.07
3411,West South Central Division,2019,12,290.45
3412,West South Central Division,2020,1,291.75
3413,West South Central Division,2020,2,291.85
3414,West South Central Division,2020,3,292.73
3415,West South Central Division,2020,4,293.76
3416,West South Central Division,2020,5,293.78
3417,West South Central Division,2020,6,297.24
3418,West South Central Division,2020,7,299.07
3419,West South Central Division,2020,8,304.01
3420,West South Central Division,2020,9,307.01
3421,West South Central Division,2020,10,311.7
3422,West South Central Division,2020,11,313.15
3423,West South Central Division,2020,12,317.36
3424,West South Central Division,2021,1,320.82
3425,West South Central Division,2021,2,325.2
3426,West South Central Division,2021,3,329.01
3427,West South Central Division,2021,4,334.74
3428,West South Central Division,2021,5,339.09
3429,West South Central Division,2021,6,345.66
3430,West South Central Division,2021,7,352.41
3431,West South Central Division,2021,8,355.9
3432,West South Central Division,2021,9,362.54
3433,West South Central Division,2021,10,365.45
3434,West South Central Division,2021,11,371.14
3435,West South Central Division,2021,12,375.7
3436,West South Central Division,2022,1,381.22
3437,West South Central Division,2022,2,385.88
3438,West South Central Division,2022,3,389.57
3439,West South Central Division,2022,4,399.3
3440,West South Central Division,2022,5,406.44
3441,West South Central Division,2022,6,406.29
3442,West South Central Division,2022,7,405.09
3443,West South Central Division,2022,8,404.4
3444,West South Central Division,2022,9,402.88
3445,West South Central Division,2022,10,405.11
3446,West South Central Division,2022,11,406.3
3447,United States,1991,1,100.0
3448,United States,1991,2,100.45
3449,United States,1991,3,100.48
3450,United States,1991,4,100.33
3451,United States,1991,5,100.39
3452,United States,1991,6,100.51
3453,United States,1991,7,100.55
3454,United States,1991,8,100.38
3455,United States,1991,9,100.62
3456,United States,1991,10,100.92
3457,United States,1991,11,101.42
3458,United States,1991,12,101.88
3459,United States,1992,1,102.23
3460,United States,1992,2,102.96
3461,United States,1992,3,102.82
3462,United States,1992,4,102.57
3463,United States,1992,5,102.59
3464,United States,1992,6,102.53
3465,United States,1992,7,102.87
3466,United States,1992,8,103.32
3467,United States,1992,9,103.72
3468,United States,1992,10,104.03
3469,United States,1992,11,104.3
3470,United States,1992,12,104.22
3471,United States,1993,1,104.27
3472,United States,1993,2,104.07
3473,United States,1993,3,104.39
3474,United States,1993,4,105.02
3475,United States,1993,5,105.26
3476,United States,1993,6,105.62
3477,United States,1993,7,105.68
3478,United States,1993,8,106.07
3479,United States,1993,9,106.45
3480,United States,1993,10,106.66
3481,United States,1993,11,107.01
3482,United States,1993,12,107.53
3483,United States,1994,1,107.77
3484,United States,1994,2,108.02
3485,United States,1994,3,108.38
3486,United States,1994,4,108.71
3487,United States,1994,5,109.07
3488,United States,1994,6,109.26
3489,United States,1994,7,109.38
3490,United States,1994,8,109.65
3491,United States,1994,9,109.71
3492,United States,1994,10,109.99
3493,United States,1994,11,110.23
3494,United States,1994,12,110.23
3495,United States,1995,1,110.53
3496,United States,1995,2,111.13
3497,United States,1995,3,110.98
3498,United States,1995,4,111.23
3499,United States,1995,5,111.38
3500,United States,1995,6,111.76
3501,United States,1995,7,112.28
3502,United States,1995,8,112.57
3503,United States,1995,9,112.82
3504,United States,1995,10,112.85
3505,United States,1995,11,113.09
3506,United States,1995,12,113.57
3507,United States,1996,1,113.98
3508,United States,1996,2,114.13
3509,United States,1996,3,114.57
3510,United States,1996,4,114.82
3511,United States,1996,5,115.08
3512,United States,1996,6,115.19
3513,United States,1996,7,115.58
3514,United States,1996,8,115.59
3515,United States,1996,9,115.88
3516,United States,1996,10,115.99
3517,United States,1996,11,116.32
3518,United States,1996,12,116.67
3519,United States,1997,1,116.83
3520,United States,1997,2,117.12
3521,United States,1997,3,117.58
3522,United States,1997,4,117.8
3523,United States,1997,5,118.24
3524,United States,1997,6,118.28
3525,United States,1997,7,118.59
3526,United States,1997,8,119.02
3527,United States,1997,9,119.19
3528,United States,1997,10,119.8
3529,United States,1997,11,120.2
3530,United States,1997,12,120.6
3531,United States,1998,1,121.04
3532,United States,1998,2,121.91
3533,United States,1998,3,122.3
3534,United States,1998,4,122.86
3535,United States,1998,5,123.34
3536,United States,1998,6,124.13
3537,United States,1998,7,124.46
3538,United States,1998,8,124.97
3539,United States,1998,9,125.78
3540,United States,1998,10,126.3
3541,United States,1998,11,127.14
3542,United States,1998,12,127.72
3543,United States,1999,1,128.44
3544,United States,1999,2,128.96
3545,United States,1999,3,129.54
3546,United States,1999,4,130.15
3547,United States,1999,5,130.94
3548,United States,1999,6,131.55
3549,United States,1999,7,132.27
3550,United States,1999,8,133.07
3551,United States,1999,9,133.46
3552,United States,1999,10,134.25
3553,United States,1999,11,134.82
3554,United States,1999,12,135.5
3555,United States,2000,1,137.08
3556,United States,2000,2,136.89
3557,United States,2000,3,137.96
3558,United States,2000,4,138.89
3559,United States,2000,5,139.46
3560,United States,2000,6,140.43
3561,United States,2000,7,141.16
3562,United States,2000,8,141.71
3563,United States,2000,9,142.58
3564,United States,2000,10,143.36
3565,United States,2000,11,144.25
3566,United States,2000,12,145.11
3567,United States,2001,1,146.01
3568,United States,2001,2,147.02
3569,United States,2001,3,147.81
3570,United States,2001,4,148.68
3571,United States,2001,5,149.33
3572,United States,2001,6,150.06
3573,United States,2001,7,150.89
3574,United States,2001,8,151.61
3575,United States,2001,9,152.4
3576,United States,2001,10,153.35
3577,United States,2001,11,153.8
3578,United States,2001,12,154.8
3579,United States,2002,1,155.68
3580,United States,2002,2,156.58
3581,United States,2002,3,157.58
3582,United States,2002,4,158.42
3583,United States,2002,5,159.48
3584,United States,2002,6,160.51
3585,United States,2002,7,161.51
3586,United States,2002,8,162.55
3587,United States,2002,9,163.55
3588,United States,2002,10,164.68
3589,United States,2002,11,165.64
3590,United States,2002,12,166.84
3591,United States,2003,1,167.87
3592,United States,2003,2,168.91
3593,United States,2003,3,169.48
3594,United States,2003,4,170.53
3595,United States,2003,5,171.44
3596,United States,2003,6,172.27
3597,United States,2003,7,173.52
3598,United States,2003,8,174.8
3599,United States,2003,9,176.22
3600,United States,2003,10,177.24
3601,United States,2003,11,178.63
3602,United States,2003,12,180.12
3603,United States,2004,1,181.28
3604,United States,2004,2,182.66
3605,United States,2004,3,184.01
3606,United States,2004,4,185.53
3607,United States,2004,5,187.28
3608,United States,2004,6,189.22
3609,United States,2004,7,190.74
3610,United States,2004,8,192.11
3611,United States,2004,9,193.61
3612,United States,2004,10,195.07
3613,United States,2004,11,196.85
3614,United States,2004,12,198.59
3615,United States,2005,1,200.01
3616,United States,2005,2,201.42
3617,United States,2005,3,203.46
3618,United States,2005,4,205.29
3619,United States,2005,5,206.96
3620,United States,2005,6,208.76
3621,United States,2005,7,210.86
3622,United States,2005,8,212.36
3623,United States,2005,9,214.34
3624,United States,2005,10,215.53
3625,United States,2005,11,216.93
3626,United States,2005,12,218.24
3627,United States,2006,1,219.63
3628,United States,2006,2,220.0
3629,United States,2006,3,220.86
3630,United States,2006,4,221.3
3631,United States,2006,5,221.88
3632,United States,2006,6,221.86
3633,United States,2006,7,221.71
3634,United States,2006,8,222.31
3635,United States,2006,9,222.29
3636,United States,2006,10,222.51
3637,United States,2006,11,223.18
3638,United States,2006,12,223.25
3639,United States,2007,1,224.01
3640,United States,2007,2,224.06
3641,United States,2007,3,224.96
3642,United States,2007,4,225.02
3643,United States,2007,5,223.93
3644,United States,2007,6,223.05
3645,United States,2007,7,221.96
3646,United States,2007,8,220.94
3647,United States,2007,9,220.13
3648,United States,2007,10,218.24
3649,United States,2007,11,216.77
3650,United States,2007,12,215.65
3651,United States,2008,1,213.83
3652,United States,2008,2,212.47
3653,United States,2008,3,210.64
3654,United States,2008,4,208.28
3655,United States,2008,5,206.01
3656,United States,2008,6,204.67
3657,United States,2008,7,202.81
3658,United States,2008,8,200.7
3659,United States,2008,9,198.94
3660,United States,2008,10,197.25
3661,United States,2008,11,193.77
3662,United States,2008,12,193.19
3663,United States,2009,1,194.76
3664,United States,2009,2,195.0
3665,United States,2009,3,192.75
3666,United States,2009,4,191.51
3667,United States,2009,5,191.39
3668,United States,2009,6,191.33
3669,United States,2009,7,190.68
3670,United States,2009,8,190.44
3671,United States,2009,9,190.23
3672,United States,2009,10,190.56
3673,United States,2009,11,191.17
3674,United States,2009,12,189.35
3675,United States,2010,1,189.35
3676,United States,2010,2,188.59
3677,United States,2010,3,188.41
3678,United States,2010,4,188.65
3679,United States,2010,5,188.65
3680,United States,2010,6,186.69
3681,United States,2010,7,185.53
3682,United States,2010,8,185.34
3683,United States,2010,9,183.58
3684,United States,2010,10,183.83
3685,United States,2010,11,183.25
3686,United States,2010,12,181.91
3687,United States,2011,1,180.82
3688,United States,2011,2,179.25
3689,United States,2011,3,177.26
3690,United States,2011,4,177.67
3691,United States,2011,5,177.27
3692,United States,2011,6,177.77
3693,United States,2011,7,178.11
3694,United States,2011,8,177.6
3695,United States,2011,9,178.67
3696,United States,2011,10,177.72
3697,United States,2011,11,178.47
3698,United States,2011,12,179.04
3699,United States,2012,1,178.33
3700,United States,2012,2,178.71
3701,United States,2012,3,180.28
3702,United States,2012,4,181.18
3703,United States,2012,5,182.28
3704,United States,2012,6,183.02
3705,United States,2012,7,183.39
3706,United States,2012,8,184.67
3707,United States,2012,9,185.39
3708,United States,2012,10,186.29
3709,United States,2012,11,187.16
3710,United States,2012,12,188.06
3711,United States,2013,1,189.42
3712,United States,2013,2,190.64
3713,United States,2013,3,192.56
3714,United States,2013,4,193.52
3715,United States,2013,5,195.07
3716,United States,2013,6,196.27
3717,United States,2013,7,197.36
3718,United States,2013,8,197.94
3719,United States,2013,9,198.98
3720,United States,2013,10,199.47
3721,United States,2013,11,199.61
3722,United States,2013,12,200.74
3723,United States,2014,1,201.57
3724,United States,2014,2,202.4
3725,United States,2014,3,202.99
3726,United States,2014,4,203.7
3727,United States,2014,5,204.11
3728,United States,2014,6,205.14
3729,United States,2014,7,205.99
3730,United States,2014,8,206.74
3731,United States,2014,9,206.97
3732,United States,2014,10,208.13
3733,United States,2014,11,209.16
3734,United States,2014,12,210.5
3735,United States,2015,1,210.68
3736,United States,2015,2,212.29
3737,United States,2015,3,213.01
3738,United States,2015,4,213.76
3739,United States,2015,5,214.99
3740,United States,2015,6,215.86
3741,United States,2015,7,216.85
3742,United States,2015,8,217.34
3743,United States,2015,9,218.39
3744,United States,2015,10,219.68
3745,United States,2015,11,220.76
3746,United States,2015,12,221.75
3747,United States,2016,1,222.67
3748,United States,2016,2,222.87
3749,United States,2016,3,224.59
3750,United States,2016,4,225.7
3751,United States,2016,5,226.61
3752,United States,2016,6,227.91
3753,United States,2016,7,229.11
3754,United States,2016,8,230.15
3755,United States,2016,9,231.49
3756,United States,2016,10,232.71
3757,United States,2016,11,233.71
3758,United States,2016,12,235.26
3759,United States,2017,1,235.3
3760,United States,2017,2,236.68
3761,United States,2017,3,238.15
3762,United States,2017,4,239.99
3763,United States,2017,5,241.09
3764,United States,2017,6,242.04
3765,United States,2017,7,243.35
3766,United States,2017,8,244.97
3767,United States,2017,9,245.98
3768,United States,2017,10,247.07
3769,United States,2017,11,248.66
3770,United States,2017,12,249.73
3771,United States,2018,1,251.5
3772,United States,2018,2,253.45
3773,United States,2018,3,254.28
3774,United States,2018,4,255.0
3775,United States,2018,5,256.36
3776,United States,2018,6,257.47
3777,United States,2018,7,258.51
3778,United States,2018,8,259.83
3779,United States,2018,9,260.21
3780,United States,2018,10,261.16
3781,United States,2018,11,262.82
3782,United States,2018,12,263.46
3783,United States,2019,1,264.93
3784,United States,2019,2,265.48
3785,United States,2019,3,266.37
3786,United States,2019,4,267.81
3787,United States,2019,5,269.25
3788,United States,2019,6,270.21
3789,United States,2019,7,271.34
3790,United States,2019,8,272.28
3791,United States,2019,9,273.84
3792,United States,2019,10,275.24
3793,United States,2019,11,276.75
3794,United States,2019,12,279.0
3795,United States,2020,1,280.76
3796,United States,2020,2,282.64
3797,United States,2020,3,283.15
3798,United States,2020,4,283.82
3799,United States,2020,5,283.15
3800,United States,2020,6,286.41
3801,United States,2020,7,290.27
3802,United States,2020,8,295.21
3803,United States,2020,9,299.76
3804,United States,2020,10,304.38
3805,United States,2020,11,307.92
3806,United States,2020,12,311.79
3807,United States,2021,1,315.28
3808,United States,2021,2,318.32
3809,United States,2021,3,323.29
3810,United States,2021,4,328.65
3811,United States,2021,5,334.47
3812,United States,2021,6,340.77
3813,United States,2021,7,346.15
3814,United States,2021,8,349.98
3815,United States,2021,9,353.41
3816,United States,2021,10,357.85
3817,United States,2021,11,362.68
3818,United States,2021,12,367.73
3819,United States,2022,1,373.13
3820,United States,2022,2,379.58
3821,United States,2022,3,384.7
3822,United States,2022,4,390.76
3823,United States,2022,5,395.5
3824,United States,2022,6,396.38
3825,United States,2022,7,394.4
3826,United States,2022,8,392.18
3827,United States,2022,9,392.77
3828,United States,2022,10,392.78
3829,United States,2022,11,392.26
